result,movesCount,moves,durationSeconds,timestamp
win,175,"['up', 'left', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'down', 'left', 'up', 'right', 'right', 'up', 'up', 'left', 'down', 'right', 'right', 'up', 'left', 'up', 'left', 'right', 'down', 'left', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'up', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'down', 'right', 'left', 'up', 'right', 'left', 'left', 'right', 'up', 'left', 'up', 'down', 'left', 'left', 'right', 'up', 'up', 'left', 'up', 'up', 'left', 'up', 'down', 'left', 'up', 'up', 'up', 'left', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'up', 'down', 'right', 'left', 'down', 'left', 'up', 'right', 'left', 'up', 'up', 'down', 'up', 'left', 'down', 'right', 'up', 'left', 'down', 'up', 'up', 'left', 'up', 'right', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'up', 'up', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'left', 'up', 'up', 'left', 'up', 'up', 'down', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'up', 'down', 'right', 'right', 'up', 'left', 'right', 'left', 'right', 'up', 'left', 'up', 'right', 'left', 'up', 'right', 'up', 'up', 'down', 'left', 'right', 'up', 'right']",166.855,2025-05-16T13:36:55.559Z
win,149,"['up', 'up', 'right', 'left', 'up', 'up', 'down', 'right', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'right', 'right', 'down', 'left', 'down', 'left', 'right', 'up', 'up', 'up', 'up', 'left', 'up', 'up', 'down', 'down', 'left', 'up', 'right', 'right', 'down', 'up', 'up', 'right', 'down', 'down', 'down', 'up', 'right', 'right', 'down', 'left', 'up', 'left', 'down', 'left', 'up', 'right', 'up', 'up', 'left', 'up', 'right', 'up', 'right', 'up', 'right', 'up', 'left', 'down', 'left', 'down', 'left', 'left', 'left', 'down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'right', 'down', 'left', 'up', 'up', 'down', 'left', 'left', 'left', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'left', 'up', 'down', 'up', 'down', 'right', 'up', 'left', 'up', 'up', 'down', 'right', 'up', 'left', 'right', 'left', 'up', 'right', 'up', 'left', 'up', 'left', 'right', 'up', 'left', 'right', 'up', 'left', 'up', 'right', 'left', 'up', 'down', 'right', 'up', 'right', 'down', 'left', 'right', 'left', 'down', 'right', 'down', 'right']",86.469,2025-05-16T13:39:54.497Z
win,148,"['up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'down', 'down', 'right', 'right', 'up', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'down', 'down', 'down', 'left', 'left', 'left', 'up', 'up', 'up', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'right', 'down', 'up', 'left', 'right', 'up', 'right', 'left', 'up', 'down', 'right', 'up', 'up', 'down', 'left', 'up', 'right', 'down', 'left', 'left', 'right', 'up', 'left', 'up', 'right', 'up', 'up', 'down', 'left', 'up', 'right', 'down', 'down', 'up', 'left', 'left', 'down', 'right', 'up', 'up', 'left', 'down', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'left', 'up', 'left', 'right', 'up', 'left', 'up', 'down', 'down', 'up', 'left', 'down', 'up', 'right', 'up', 'left', 'down', 'right', 'up', 'left']",74.878,2025-05-16T13:41:24.912Z
lose,149,"['up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'left', 'down', 'left', 'right', 'up', 'left', 'down', 'up', 'left', 'up', 'left', 'right', 'down', 'up', 'left', 'up', 'down', 'left', 'down', 'up', 'left', 'down', 'up', 'left', 'left', 'up', 'down', 'left', 'up', 'down', 'left', 'up', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'right', 'down', 'down', 'left', 'down', 'left', 'down', 'up', 'left', 'up', 'left', 'down', 'up', 'left', 'up', 'down', 'left', 'up', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'down', 'up', 'left', 'up', 'left', 'down', 'left', 'left', 'down', 'left', 'left', 'up', 'left', 'right', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'up', 'up', 'left', 'down', 'left', 'down', 'left', 'right', 'down']",18.113,2025-05-16T13:42:44.341Z
win,175,"['up', 'up', 'down', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'right', 'right', 'right', 'right', 'up', 'up', 'left', 'left', 'left', 'left', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'left', 'down', 'up', 'left', 'up', 'left', 'up', 'right', 'right', 'up', 'up', 'left', 'left', 'up', 'up', 'right', 'right', 'left', 'up', 'up', 'right', 'left', 'up', 'up', 'right', 'right', 'left', 'up', 'left', 'up', 'right', 'right', 'up', 'up', 'up', 'left', 'up', 'up', 'left', 'left', 'right', 'right', 'up', 'up', 'up', 'left', 'down', 'left', 'up', 'left', 'down', 'left', 'right', 'up', 'right', 'left', 'up', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'left', 'right', 'right', 'up', 'left', 'up', 'down', 'up', 'right', 'up', 'right', 'left', 'up', 'right', 'up', 'right', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'left', 'right', 'up', 'up', 'left', 'right', 'up', 'right', 'up', 'left', 'up', 'left', 'right', 'up', 'left', 'left', 'right', 'up', 'left', 'up', 'right', 'left', 'up', 'up', 'right', 'right', 'down', 'left', 'right', 'up', 'left', 'left', 'down', 'right', 'left', 'up', 'up', 'right', 'right', 'left', 'up', 'down', 'left', 'up', 'left', 'right', 'left', 'up']",89.454,2025-05-16T13:43:05.928Z
lose,96,"['up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'right', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'left', 'left', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'up', 'left', 'up', 'left', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right']",14.411,2025-05-16T13:44:42.395Z
lose,76,"['up', 'up', 'up', 'up', 'left', 'up', 'left', 'up', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'up', 'up', 'up', 'down', 'left', 'right', 'right', 'up', 'up', 'left', 'right', 'right', 'up', 'left', 'right', 'right', 'up', 'up', 'down', 'down', 'left', 'right', 'right', 'up', 'up', 'left', 'up', 'right', 'up', 'up', 'right', 'right', 'left', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'right', 'right', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'right', 'right', 'right']",14.27,2025-05-16T13:44:59.688Z
lose,161,"['up', 'up', 'right', 'right', 'up', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'right', 'left', 'down', 'left', 'up', 'up', 'up', 'down', 'down', 'left', 'up', 'right', 'down', 'up', 'up', 'down', 'right', 'left', 'down', 'left', 'right', 'up', 'left', 'right', 'left', 'up', 'right', 'up', 'left', 'right', 'up', 'left', 'right', 'up', 'left', 'right', 'up', 'left', 'right', 'down', 'right', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'right', 'up', 'up', 'up', 'left', 'up', 'right', 'up', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'up', 'right', 'left', 'up', 'right', 'up', 'left', 'right', 'up', 'left', 'up', 'down', 'right', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'down', 'left', 'up', 'right', 'up', 'left', 'left', 'right', 'up', 'left', 'down', 'right', 'up', 'right', 'left', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'right', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'right', 'up', 'left', 'up', 'down', 'left', 'left', 'right', 'left', 'up', 'right', 'right', 'right', 'left', 'down', 'up', 'down', 'left', 'right', 'left', 'up']",63.872,2025-05-16T13:45:16.246Z
win,141,"['up', 'left', 'down', 'down', 'up', 'down', 'right', 'right', 'up', 'right', 'up', 'left', 'down', 'left', 'up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'up', 'down', 'up', 'left', 'up', 'right', 'up', 'up', 'down', 'up', 'down', 'up', 'left', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'down', 'up', 'left', 'up', 'right', 'up', 'down', 'right', 'up', 'right', 'left', 'up', 'right', 'up', 'down', 'left', 'up', 'left', 'down', 'left', 'up', 'left', 'up', 'down', 'right', 'down', 'left', 'down', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'down', 'left', 'up', 'right', 'down', 'left', 'up', 'down', 'up', 'right', 'right', 'right', 'down', 'right', 'left', 'up', 'left', 'up', 'right', 'up', 'left', 'right', 'up', 'left', 'up', 'left', 'right', 'up', 'up', 'left', 'up', 'left', 'left', 'down', 'left', 'right', 'up', 'left', 'right', 'up', 'up', 'right', 'right', 'left', 'down', 'up', 'right', 'up', 'left', 'up', 'down', 'right', 'up', 'right', 'down', 'up', 'left', 'down', 'left', 'down']",104.448,2025-05-16T13:46:23.118Z
win,168,"['up', 'up', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'down', 'down', 'down', 'left', 'left', 'up', 'up', 'up', 'right', 'right', 'up', 'up', 'up', 'right', 'right', 'right', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'up', 'down', 'down', 'up', 'up', 'up', 'right', 'right', 'up', 'up', 'down', 'right', 'right', 'up', 'up', 'up', 'up', 'right', 'right', 'left', 'up', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'left', 'up', 'up', 'right', 'up', 'right', 'left', 'down', 'left', 'up', 'down', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'down', 'right', 'down', 'left', 'up', 'left', 'up', 'left', 'down', 'up', 'left', 'right', 'left', 'up', 'right', 'up', 'left', 'up', 'down', 'up', 'up', 'right', 'up', 'left', 'up', 'right', 'right', 'up', 'left', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'down', 'up', 'left', 'left', 'left', 'down', 'right', 'right', 'up', 'right', 'up', 'left', 'up', 'up', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'left', 'up', 'right', 'right', 'up']",79.778,2025-05-16T13:48:32.860Z
lose,199,"['up', 'left', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'right', 'up', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'down', 'up', 'left', 'left', 'right', 'left', 'up', 'left', 'down', 'up', 'right', 'down', 'left', 'up', 'left', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'up', 'left', 'up', 'left', 'down', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'up', 'left', 'up', 'up', 'left', 'down', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'right', 'down', 'left', 'down', 'down', 'left', 'up', 'up', 'up', 'left', 'down', 'left', 'down', 'left', 'right', 'down', 'left', 'down', 'left', 'right', 'down', 'left', 'down', 'right', 'down', 'left', 'down', 'left', 'down', 'left', 'right', 'right', 'right', 'up', 'up', 'up', 'left', 'left', 'down', 'right', 'right', 'left', 'down', 'down', 'up', 'up', 'up']",57.119,2025-05-16T13:49:57.862Z
lose,81,"['up', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'down', 'up', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'right', 'right', 'right', 'down', 'down', 'left', 'left', 'up', 'up', 'down', 'left', 'right', 'right', 'up', 'up', 'down', 'down', 'down']",15.809,2025-05-16T13:50:58.750Z
lose,74,"['up', 'up', 'right', 'right', 'up', 'down', 'down', 'down', 'left', 'up', 'up', 'right', 'right', 'right', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'right', 'right', 'right', 'up', 'down', 'down', 'right', 'right', 'up', 'left', 'left', 'up', 'up', 'down', 'right', 'right', 'down', 'left', 'up', 'up', 'right', 'right', 'up', 'up', 'down', 'down', 'up', 'up', 'right', 'right', 'down', 'down', 'right', 'right', 'right', 'up', 'left', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'right', 'right', 'left', 'up', 'down', 'down', 'down', 'up', 'up']",17.23,2025-05-16T13:51:19.096Z
lose,78,"['up', 'left', 'left', 'left', 'up', 'right', 'right', 'up', 'up', 'left', 'up', 'up', 'up', 'right', 'right', 'left', 'up', 'down', 'down', 'left', 'up', 'up', 'up', 'right', 'left', 'left', 'left', 'left', 'up', 'down', 'down', 'up', 'up', 'right', 'right', 'up', 'up', 'up', 'down', 'down', 'right', 'left', 'up', 'up', 'left', 'down', 'down', 'down', 'up', 'right', 'right', 'up', 'up', 'up', 'up', 'down', 'down', 'right', 'right', 'right', 'up', 'up', 'up', 'left', 'right', 'right', 'up', 'up', 'up', 'left', 'down', 'down', 'up', 'right', 'up', 'up', 'down', 'down']",17.637,2025-05-16T13:51:39.432Z
lose,76,"['right', 'up', 'up', 'up', 'left', 'left', 'down', 'down', 'left', 'down', 'left', 'down', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'right', 'right', 'right', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'right', 'right', 'up', 'up', 'up', 'up', 'right', 'right', 'up', 'up']",13.345,2025-05-16T13:51:59.653Z
win,159,"['right', 'right', 'up', 'up', 'left', 'left', 'down', 'right', 'up', 'up', 'up', 'left', 'up', 'up', 'right', 'right', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'up', 'up', 'up', 'up', 'down', 'left', 'up', 'up', 'left', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'right', 'up', 'right', 'up', 'left', 'up', 'up', 'down', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'left', 'up', 'right', 'up', 'up', 'right', 'left', 'up', 'right', 'right', 'left', 'up', 'right', 'down', 'right', 'up', 'left', 'up', 'up', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'up', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'up', 'right', 'left', 'up', 'right', 'down', 'left', 'left', 'right', 'right', 'up', 'up', 'left', 'right', 'up', 'up', 'up', 'up', 'right', 'left', 'up', 'up', 'up', 'down', 'down', 'left', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'down', 'up', 'left', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up', 'left', 'right', 'up', 'down', 'left', 'up', 'right']",77.391,2025-05-16T13:52:15.518Z
lose,96,"['up', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up']",18.639,2025-05-16T13:53:36.127Z
lose,71,"['up', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'right', 'right', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'up', 'up', 'up', 'down', 'down', 'down', 'up', 'left', 'right', 'right', 'up', 'up', 'up', 'up', 'left', 'up', 'up', 'down', 'down', 'right', 'right', 'up', 'up', 'up', 'left', 'up', 'up', 'up', 'right', 'right', 'up', 'up', 'up', 'left', 'up', 'right', 'right', 'up', 'up', 'left', 'up', 'up', 'down']",15.099,2025-05-16T13:53:57.866Z
win,188,"['up', 'up', 'right', 'up', 'up', 'down', 'right', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'up', 'left', 'down', 'right', 'left', 'down', 'right', 'up', 'right', 'up', 'left', 'down', 'right', 'up', 'left', 'left', 'right', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'up', 'left', 'up', 'right', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'right', 'up', 'left', 'up', 'up', 'left', 'down', 'left', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'down', 'left', 'up', 'right', 'up', 'right', 'right', 'up', 'left', 'up', 'right', 'left', 'right', 'up', 'left', 'left', 'right', 'down', 'left', 'left', 'up', 'right', 'down', 'left', 'up', 'up', 'right', 'down', 'left', 'up', 'right', 'left', 'up', 'right', 'up', 'down', 'right', 'up', 'left', 'left', 'right', 'down', 'down', 'up', 'left', 'left', 'left', 'right', 'left', 'up', 'right', 'up', 'right', 'up', 'down', 'left', 'up', 'up', 'up', 'up', 'down', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'right', 'left', 'right', 'up', 'left', 'up', 'up', 'right', 'down', 'down', 'down', 'up', 'left', 'down', 'left', 'up', 'left', 'right', 'down', 'left', 'up', 'left', 'right', 'left', 'up', 'right', 'left', 'up', 'right', 'down', 'up', 'left', 'up', 'right', 'up', 'right', 'up', 'right', 'up', 'up', 'left', 'down', 'up', 'left', 'left', 'right', 'up', 'down', 'left', 'left', 'up']",149.588,2025-05-16T13:54:15.897Z
lose,108,"['up', 'left', 'right', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'down', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'up', 'left', 'down', 'left', 'down']",11.758,2025-05-16T13:56:48.376Z
lose,50,"['up', 'up', 'left', 'up', 'left', 'up', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'down', 'left', 'down', 'down', 'left', 'down', 'up', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']",8.624,2025-05-16T13:57:02.893Z
lose,55,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']",10.023,2025-05-16T13:57:13.702Z
lose,95,"['up', 'up', 'left', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'down', 'left', 'down', 'left', 'down', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'down', 'down', 'left', 'right', 'down', 'left', 'right', 'right', 'right', 'up', 'up', 'up', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'left', 'right', 'right', 'up', 'up', 'up', 'left', 'down', 'left', 'down', 'left', 'up', 'up', 'left', 'up', 'left', 'right', 'right', 'right', 'down', 'up', 'up', 'down', 'left', 'left', 'up', 'right', 'right', 'up', 'up', 'left', 'right', 'right', 'up', 'up']",14.318,2025-05-16T13:57:28.311Z
lose,170,"['up', 'left', 'up', 'left', 'down', 'right', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'left', 'left', 'right', 'right', 'left', 'up', 'left', 'left', 'right', 'right', 'down', 'left', 'up', 'right', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'up', 'left', 'left', 'left', 'up', 'up', 'down', 'right', 'down', 'right', 'left', 'up', 'up', 'right', 'up', 'left', 'up', 'up', 'right', 'up', 'up', 'left', 'right', 'down', 'right', 'right', 'up', 'left', 'up', 'right', 'up', 'right', 'right', 'down', 'up', 'up', 'left', 'up', 'right', 'up', 'down', 'left', 'down', 'left', 'up', 'up', 'right', 'up', 'up', 'left', 'up', 'right', 'right', 'left', 'down', 'right', 'up', 'right', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'down', 'right', 'up', 'right', 'left', 'up', 'up', 'left', 'right', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'down', 'right', 'up', 'right', 'up', 'left', 'right', 'up', 'down', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'down', 'left', 'up', 'left', 'down', 'right', 'up', 'down', 'left', 'right', 'up', 'left', 'right', 'down', 'left', 'up', 'left', 'right', 'up', 'left', 'right', 'right', 'left', 'up', 'down', 'left', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up']",79.168,2025-05-16T13:57:45.485Z
win,161,"['up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'right', 'right', 'right', 'up', 'up', 'up', 'left', 'left', 'right', 'right', 'up', 'up', 'up', 'right', 'right', 'up', 'up', 'up', 'left', 'left', 'right', 'left', 'up', 'up', 'right', 'left', 'left', 'left', 'right', 'up', 'up', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'left', 'up', 'right', 'up', 'up', 'left', 'up', 'right', 'up', 'down', 'right', 'right', 'up', 'right', 'down', 'right', 'up', 'left', 'right', 'right', 'left', 'up', 'right', 'left', 'up', 'right', 'up', 'left', 'right', 'down', 'up', 'left', 'down']",43.736,2025-05-16T13:59:08.493Z
lose,72,"['up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'up', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'up', 'up', 'down', 'down', 'left', 'up', 'right', 'right', 'left', 'down', 'up', 'down', 'right', 'left', 'up', 'up', 'right', 'down', 'left', 'up']",11.497,2025-05-16T13:59:55.180Z
